pub_date	title	venue	excerpt	citation	url_slug	paper_url
2023-05-14	Revisiting Information Retrieval and Deep Learning Approaches for Code Summarization	2023 IEEE/ACM 45th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)	-	Zhu, T., Li, Z., Pan, M., Shi, C., Zhang, T., Pei, Y., & Li, X. (2023, May). Revisiting Information Retrieval and Deep Learning Approaches for Code Summarization. In 2023 IEEE/ACM 45th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion) (pp. 328-329). IEEE.	zhu2023revisiting	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10172879
